2-THETA,INTENSITY
2,5471
2.05,8211
2.1,7714
2.15,6964
2.2,8787
2.25,5700
2.3,8053
2.35,5281
2.4,7296
2.45,7129
2.5,5533
2.55,6858
2.6,5106
2.65,5550
2.7,5731
2.75,4988
2.8,4854
2.85,5078
2.9,4195
2.95,4323
3,4035
3.05,4421
3.1,3919
3.15,3912
3.2,4111
3.25,3358
3.3,3661
3.35,3463
3.4,3207
3.45,3557
3.5,2630
3.55,3097
3.6,2645
3.65,2919
3.7,2680
3.75,2397
3.8,2516
3.85,2312
3.9,2374
3.95,2573
4,2063
4.05,2328
4.1,2014
4.15,2048
4.2,2073
4.25,1856
4.3,1794
4.35,1891
4.4,1913
4.45,1791
4.5,1760
4.55,1754
4.6,1709
4.65,1653
4.7,1735
4.75,1559
4.8,1495
4.85,1532
4.9,1389
4.95,1523
5,1498
5.05,1424
5.1,1405
5.15,1440
5.2,1336
5.25,1437
5.3,1413
5.35,1373
5.4,1291
5.45,1293
5.5,1246
5.55,1268
5.6,1240
5.65,1212
5.7,1235
5.75,1176
5.8,1257
5.85,1057
5.9,1123
5.95,1130
6,1127
6.05,1137
6.1,1078
6.15,1073
6.2,1116
6.25,1154
6.3,1059
6.35,1065
6.4,995
6.45,978
6.5,1020
6.55,1047
6.6,1069
6.65,1079
6.7,986
6.75,1019
6.8,981
6.85,1001
6.9,1033
6.95,935
7,945
7.05,918
7.1,983
7.15,951
7.2,930
7.25,964
7.3,903
7.35,895
7.4,922
7.45,939
7.5,884
7.55,966
7.6,967
7.65,963
7.7,876
7.75,950
7.8,895
7.85,972
7.9,908
7.95,933
8,965
8.05,891
8.1,866
8.15,887
8.2,923
8.25,957
8.3,934
8.35,924
8.4,844
8.45,893
8.5,897
8.55,855
8.6,894
8.65,933
8.7,931
8.75,864
8.8,909
8.85,844
8.9,907
8.95,945
9,886
9.05,928
9.1,888
9.15,913
9.2,895
9.25,852
9.3,821
9.35,894
9.4,874
9.45,910
9.5,883
9.55,934
9.6,868
9.65,954
9.7,939
9.75,945
9.8,980
9.85,900
9.9,897
9.95,926
10,962
10.05,913
10.1,865
10.15,978
10.2,904
10.25,958
10.3,892
10.35,891
10.4,897
10.45,832
10.5,845
10.55,873
10.6,836
10.65,793
10.7,731
10.75,731
10.8,728
10.85,748
10.9,736
10.95,713
11,762
11.05,754
11.1,823
11.15,786
11.2,787
11.25,667
11.3,624
11.35,592
11.4,522
11.45,544
11.5,526
11.55,483
11.6,505
11.65,482
11.7,489
11.75,461
11.8,458
11.85,446
11.9,506
11.95,417
12,455
12.05,460
12.1,468
12.15,408
12.2,427
12.25,412
12.3,464
12.35,440
12.4,443
12.45,446
12.5,419
12.55,417
12.6,460
12.65,411
12.7,430
12.75,430
12.8,424
12.85,404
12.9,430
12.95,406
13,460
13.05,417
13.1,399
13.15,419
13.2,423
13.25,425
13.3,421
13.35,416
13.4,396
13.45,413
13.5,419
13.55,430
13.6,426
13.65,426
13.7,416
13.75,428
13.8,401
13.85,415
13.9,419
13.95,409
14,447
14.05,410
14.1,417
14.15,430
14.2,412
14.25,415
14.3,389
14.35,429
14.4,440
14.45,440
14.5,404
14.55,442
14.6,422
14.65,421
14.7,380
14.75,391
14.8,436
14.85,408
14.9,446
14.95,395
15,413
15.05,398
15.1,431
15.15,413
15.2,419
15.25,407
15.3,434
15.35,430
15.4,386
15.45,401
15.5,403
15.55,406
15.6,454
15.65,413
15.7,423
15.75,433
15.8,475
15.85,540
15.9,522
15.95,577
16,586
16.05,604
16.1,589
16.15,557
16.2,526
16.25,499
16.3,481
16.35,448
16.4,461
16.45,415
16.5,462
16.55,420
16.6,448
16.65,459
16.7,444
16.75,469
16.8,434
16.85,471
16.9,545
16.95,584
17,598
17.05,655
17.1,659
17.15,652
17.2,611
17.25,558
17.3,535
17.35,485
17.4,480
17.45,505
17.5,496
17.55,469
17.6,487
17.65,511
17.7,533
17.75,481
17.8,492
17.85,485
17.9,498
17.95,473
18,496
18.05,516
18.1,512
18.15,527
18.2,556
18.25,542
18.3,536
18.35,555
18.4,562
18.45,539
18.5,507
18.55,555
18.6,550
18.65,548
18.7,536
18.75,553
18.8,568
18.85,563
18.9,566
18.95,573
19,534
19.05,528
19.1,541
19.15,549
19.2,558
19.25,549
19.3,515
19.35,556
19.4,540
19.45,530
19.5,539
19.55,530
19.6,525
19.65,532
19.7,527
19.75,536
19.8,524
19.85,533
19.9,528
19.95,538
20,557
20.05,526
20.1,551
20.15,492
20.2,547
20.25,522
20.3,558
20.35,524
20.4,541
20.45,558
20.5,571
20.55,552
20.6,567
20.65,558
20.7,572
20.75,562
20.8,561
20.85,563
20.9,565
20.95,564
21,529
21.05,531
21.1,554
21.15,539
21.2,544
21.25,546
21.3,563
21.35,550
21.4,565
21.45,583
21.5,547
21.55,519
21.6,520
21.65,531
21.7,516
21.75,543
21.8,526
21.85,543
21.9,543
21.95,604
22,623
22.05,608
22.1,611
22.15,617
22.2,638
22.25,642
22.3,653
22.35,626
22.4,691
22.45,734
22.5,738
22.55,720
22.6,819
22.65,849
22.7,895
22.75,921
22.8,921
22.85,929
22.9,972
22.95,955
23,984
23.05,967
23.1,964
23.15,907
23.2,922
23.25,910
23.3,929
23.35,857
23.4,897
23.45,824
23.5,834
23.55,783
23.6,811
23.65,833
23.7,824
23.75,779
23.8,812
23.85,782
23.9,795
23.95,823
24,824
24.05,807
24.1,828
24.15,818
24.2,814
