2-THETA,INTENSITY
2,1657
2.05,3214
2.1,2677
2.15,2708
2.2,3286
2.25,2129
2.3,2953
2.35,2519
2.4,2341
2.45,2690
2.5,2127
2.55,2462
2.6,1960
2.65,2008
2.7,2002
2.75,1763
2.8,1903
2.85,1644
2.9,1403
2.95,1563
3,1498
3.05,1597
3.1,1393
3.15,1316
3.2,1478
3.25,1057
3.3,1292
3.35,1140
3.4,1081
3.45,1145
3.5,878
3.55,959
3.6,934
3.65,968
3.7,1042
3.75,771
3.8,935
3.85,824
3.9,775
3.95,777
4,746
4.05,731
4.1,700
4.15,714
4.2,658
4.25,566
4.3,645
4.35,519
4.4,593
4.45,583
4.5,502
4.55,508
4.6,583
4.65,495
4.7,552
4.75,502
4.8,465
4.85,461
4.9,432
4.95,434
5,447
5.05,388
5.1,436
5.15,418
5.2,418
5.25,404
5.3,440
5.35,387
5.4,386
5.45,400
5.5,339
5.55,391
5.6,354
5.65,346
5.7,366
5.75,368
5.8,394
5.85,359
5.9,358
5.95,384
6,349
6.05,378
6.1,367
6.15,387
6.2,433
6.25,400
6.3,461
6.35,414
6.4,404
6.45,402
6.5,438
6.55,448
6.6,417
6.65,391
6.7,380
6.75,398
6.8,370
6.85,361
6.9,325
6.95,294
7,309
7.05,273
7.1,318
7.15,285
7.2,284
7.25,240
7.3,264
7.35,250
7.4,252
7.45,247
7.5,247
7.55,257
7.6,241
7.65,263
7.7,233
7.75,229
7.8,243
7.85,233
7.9,211
7.95,213
8,197
8.05,222
8.1,209
8.15,212
8.2,210
8.25,255
8.3,243
8.35,210
8.4,208
8.45,194
8.5,203
8.55,206
8.6,216
8.65,187
8.7,227
8.75,191
8.8,193
8.85,240
8.9,216
8.95,215
9,197
9.05,206
9.1,226
9.15,217
9.2,206
9.25,205
9.3,210
9.35,210
9.4,197
9.45,196
9.5,176
9.55,212
9.6,190
9.65,204
9.7,211
9.75,201
9.8,188
9.85,239
9.9,176
9.95,183
10,193
10.05,183
10.1,182
10.15,200
10.2,173
10.25,209
10.3,185
10.35,184
10.4,160
10.45,179
10.5,185
10.55,175
10.6,178
10.65,172
10.7,182
10.75,174
10.8,198
10.85,180
10.9,172
10.95,180
11,189
11.05,198
11.1,171
11.15,167
11.2,179
11.25,176
11.3,173
11.35,173
11.4,166
11.45,190
11.5,147
11.55,172
11.6,171
11.65,164
11.7,167
11.75,174
11.8,167
11.85,161
11.9,162
11.95,174
12,158
12.05,175
12.1,171
12.15,163
12.2,156
12.25,159
12.3,161
12.35,155
12.4,180
12.45,182
12.5,152
12.55,169
12.6,176
12.65,169
12.7,172
12.75,171
12.8,184
12.85,176
12.9,171
12.95,191
13,180
13.05,181
13.1,167
13.15,178
13.2,169
13.25,163
13.3,178
13.35,165
13.4,186
13.45,180
13.5,208
13.55,181
13.6,189
13.65,172
13.7,180
13.75,177
13.8,160
13.85,157
13.9,157
13.95,159
14,164
14.05,152
14.1,188
14.15,152
14.2,139
14.25,169
14.3,144
