2-THETA,INTENSITY
2,4817
2.05,7637
2.1,4598
2.15,5899
2.2,6274
2.25,5059
2.3,6095
2.35,3678
2.4,6271
2.45,5728
2.5,4042
2.55,4852
2.6,4349
2.65,4715
2.7,4231
2.75,3834
2.8,3851
2.85,3272
2.9,3515
2.95,3153
3,3488
3.05,2676
3.1,3079
3.15,2866
3.2,2938
3.25,2438
3.3,2759
3.35,2487
3.4,2167
3.45,2234
3.5,2044
3.55,2033
3.6,1843
3.65,1987
3.7,1802
3.75,1776
3.8,1818
3.85,1520
3.9,1640
3.95,1512
4,1524
4.05,1489
4.1,1315
4.15,1530
4.2,1161
4.25,1303
4.3,1241
4.35,1125
4.4,1197
4.45,1133
4.5,1269
4.55,1141
4.6,997
4.65,1116
4.7,988
4.75,995
4.8,914
4.85,908
4.9,926
4.95,958
5,916
5.05,885
5.1,859
5.15,903
5.2,860
5.25,830
5.3,808
5.35,836
5.4,784
5.45,807
5.5,749
5.55,714
5.6,788
5.65,746
5.7,708
5.75,686
5.8,729
5.85,671
5.9,626
5.95,698
6,702
6.05,704
6.1,696
6.15,728
6.2,751
6.25,746
6.3,720
6.35,767
6.4,772
6.45,858
6.5,797
6.55,824
6.6,881
6.65,794
6.7,745
6.75,807
6.8,685
6.85,726
6.9,626
6.95,574
7,569
7.05,620
7.1,566
7.15,577
7.2,528
7.25,580
7.3,485
7.35,496
7.4,507
7.45,502
7.5,498
7.55,497
7.6,516
7.65,484
7.7,438
7.75,496
7.8,494
7.85,462
7.9,486
7.95,484
8,469
8.05,491
8.1,486
8.15,476
8.2,477
8.25,494
8.3,501
8.35,459
8.4,468
8.45,461
8.5,415
8.55,459
8.6,465
8.65,462
8.7,409
8.75,426
8.8,441
8.85,445
8.9,439
8.95,445
9,382
9.05,403
9.1,441
9.15,462
9.2,444
9.25,416
9.3,439
9.35,427
9.4,414
9.45,394
9.5,420
9.55,406
9.6,451
9.65,440
9.7,418
9.75,412
9.8,468
9.85,434
9.9,411
9.95,429
10,389
10.05,384
10.1,398
10.15,416
10.2,445
10.25,403
10.3,378
10.35,393
10.4,394
10.45,388
10.5,418
10.55,451
10.6,388
10.65,394
10.7,406
10.75,403
10.8,394
10.85,417
10.9,420
10.95,435
11,408
11.05,398
11.1,400
11.15,450
11.2,399
11.25,376
11.3,373
11.35,398
11.4,403
11.45,357
11.5,387
11.55,408
11.6,385
11.65,365
11.7,366
11.75,367
11.8,371
11.85,398
11.9,379
11.95,389
12,399
12.05,392
12.1,364
12.15,359
12.2,341
12.25,390
12.3,390
12.35,383
12.4,372
12.45,356
12.5,357
12.55,360
12.6,350
12.65,368
12.7,366
12.75,378
12.8,335
12.85,410
12.9,344
12.95,392
13,380
13.05,365
13.1,365
13.15,370
13.2,358
13.25,373
13.3,341
13.35,353
13.4,366
13.45,381
13.5,350
13.55,381
13.6,373
13.65,398
13.7,369
13.75,353
13.8,383
13.85,383
13.9,374
13.95,344
14,378
14.05,417
14.1,365
14.15,384
14.2,336
14.25,358
14.3,371
14.35,378
14.4,377
14.45,374
14.5,375
14.55,402
14.6,382
14.65,363
14.7,382
14.75,375
14.8,377
14.85,386
14.9,353
14.95,392
15,373
15.05,386
15.1,357
15.15,376
15.2,392
15.25,353
15.3,363
15.35,372
15.4,359
15.45,355
15.5,380
15.55,375
15.6,368
15.65,375
15.7,373
15.75,371
15.8,399
15.85,400
15.9,468
15.95,434
16,475
16.05,485
16.1,463
16.15,445
16.2,451
16.25,443
16.3,436
16.35,409
16.4,413
16.45,442
16.5,388
16.55,387
16.6,425
16.65,439
16.7,424
16.75,411
16.8,482
16.85,447
16.9,475
16.95,481
17,555
17.05,592
17.1,569
17.15,573
17.2,554
17.25,535
17.3,475
17.35,466
17.4,462
17.45,487
17.5,456
17.55,474
17.6,453
17.65,457
17.7,451
17.75,472
17.8,455
17.85,436
17.9,462
17.95,448
18,447
18.05,439
18.1,456
18.15,433
18.2,467
18.25,466
18.3,432
18.35,436
18.4,433
18.45,432
18.5,403
18.55,453
18.6,408
18.65,449
18.7,434
18.75,439
18.8,430
18.85,393
18.9,444
18.95,413
19,397
19.05,450
19.1,446
19.15,438
19.2,452
19.25,471
19.3,447
19.35,479
19.4,456
19.45,449
19.5,445
19.55,413
19.6,461
19.65,462
19.7,464
19.75,444
19.8,473
19.85,487
19.9,456
19.95,442
20,483
20.05,433
20.1,452
20.15,477
20.2,475
20.25,462
20.3,479
20.35,487
20.4,475
20.45,479
20.5,496
20.55,491
20.6,495
20.65,506
20.7,550
20.75,532
20.8,520
20.85,520
20.9,505
20.95,517
21,502
21.05,493
21.1,522
21.15,475
21.2,488
21.25,514
21.3,516
21.35,555
21.4,576
21.45,516
21.5,533
21.55,527
21.6,506
21.65,552
21.7,509
21.75,518
21.8,538
21.85,555
21.9,556
21.95,584
22,540
22.05,562
22.1,550
22.15,548
22.2,556
22.25,534
22.3,565
22.35,554
22.4,568
22.45,548
22.5,598
22.55,589
22.6,552
22.65,546
22.7,593
22.75,572
22.8,556
22.85,555
22.9,600
22.95,572
23,607
23.05,582
23.1,585
23.15,606
23.2,621
23.25,578
23.3,667
23.35,606
23.4,626
23.45,595
23.5,592
23.55,628
23.6,603
23.65,613
23.7,617
23.75,612
23.8,607
23.85,601
23.9,665
23.95,662
24,629
24.05,620
24.1,632
24.15,684
24.2,684
24.25,634
24.3,660
24.35,690
24.4,760
24.45,797
24.5,798
24.55,804
24.6,929
24.65,927
24.7,968
24.75,944
24.8,912
24.85,870
