2-THETA,INTENSITY
2,2363
2.05,3498
2.1,3201
2.15,3048
2.2,3028
2.25,2751
2.3,3374
2.35,2279
2.4,2944
2.45,3018
2.5,2341
2.55,2553
2.6,2035
2.65,2182
2.7,2188
2.75,2010
2.8,1993
2.85,1923
2.9,1826
2.95,1711
3,1611
3.05,1732
3.1,1621
3.15,1676
3.2,1646
3.25,1301
3.3,1421
3.35,1340
3.4,1366
3.45,1392
3.5,1091
3.55,1250
3.6,1078
3.65,1185
3.7,1169
3.75,964
3.8,1039
3.85,991
3.9,966
3.95,1001
4,900
4.05,892
4.1,815
4.15,885
4.2,756
4.25,734
4.3,791
4.35,745
4.4,763
4.45,644
4.5,734
4.55,715
4.6,653
4.65,681
4.7,679
4.75,623
4.8,617
4.85,636
4.9,581
4.95,606
5,594
5.05,577
5.1,602
5.15,626
5.2,532
5.25,544
5.3,554
5.35,568
5.4,557
5.45,530
5.5,494
5.55,505
5.6,514
5.65,503
5.7,502
5.75,489
5.8,493
5.85,470
5.9,476
5.95,443
6,472
6.05,448
6.1,495
6.15,447
6.2,419
6.25,428
6.3,463
6.35,430
6.4,383
6.45,411
6.5,408
6.55,415
6.6,425
6.65,428
6.7,380
6.75,408
6.8,391
6.85,412
6.9,375
6.95,374
7,397
7.05,380
7.1,349
7.15,423
7.2,388
7.25,406
7.3,354
7.35,395
7.4,378
7.45,350
7.5,370
7.55,410
7.6,393
7.65,376
7.7,353
7.75,370
7.8,337
7.85,385
7.9,365
7.95,336
8,352
8.05,361
8.1,373
8.15,358
8.2,363
8.25,341
8.3,326
8.35,343
8.4,354
8.45,314
8.5,340
8.55,332
8.6,373
8.65,341
8.7,339
8.75,344
8.8,342
8.85,351
8.9,328
8.95,350
9,346
9.05,349
9.1,354
9.15,342
9.2,357
9.25,328
9.3,345
9.35,313
9.4,358
9.45,320
9.5,349
9.55,307
9.6,352
9.65,348
9.7,329
9.75,389
9.8,361
9.85,336
9.9,353
9.95,359
10,346
10.05,354
10.1,342
10.15,369
10.2,389
10.25,366
10.3,342
10.35,380
10.4,357
10.45,360
10.5,349
10.55,340
10.6,321
10.65,346
10.7,311
10.75,351
10.8,314
10.85,323
10.9,337
10.95,301
11,329
11.05,318
11.1,281
11.15,315
11.2,293
11.25,292
11.3,265
11.35,299
11.4,246
11.45,290
11.5,271
11.55,264
11.6,285
11.65,282
11.7,278
11.75,301
11.8,231
11.85,289
11.9,267
