2-THETA,INTENSITY
2,1531
2.05,2364
2.1,1754
2.15,2105
2.2,2155
2.25,1539
2.3,2008
2.35,1413
2.4,1739
2.45,1442
2.5,1348
2.55,1508
2.6,1284
2.65,1299
2.7,1557
2.75,1041
2.8,1281
2.85,1263
2.9,1081
2.95,1066
3,1020
3.05,1038
3.1,883
3.15,794
3.2,914
3.25,893
3.3,909
3.35,818
3.4,798
3.45,855
3.5,648
3.55,760
3.6,634
3.65,845
3.7,787
3.75,572
3.8,625
3.85,590
3.9,716
3.95,731
4,551
4.05,651
4.1,508
4.15,533
4.2,636
4.25,476
4.3,538
4.35,440
4.4,538
4.45,492
4.5,479
4.55,519
4.6,451
4.65,436
4.7,439
4.75,410
4.8,448
4.85,417
4.9,491
4.95,367
5,492
5.05,448
5.1,379
5.15,424
5.2,424
5.25,366
5.3,450
5.35,373
5.4,389
5.45,412
5.5,412
5.55,404
5.6,369
5.65,400
5.7,378
5.75,415
5.8,437
5.85,451
5.9,437
5.95,368
6,464
6.05,414
6.1,448
6.15,458
6.2,505
6.25,490
6.3,439
6.35,517
6.4,513
6.45,480
6.5,483
6.55,521
6.6,469
6.65,511
6.7,453
6.75,462
6.8,388
6.85,450
6.9,439
6.95,406
7,362
7.05,356
7.1,387
7.15,362
7.2,354
7.25,374
7.3,329
7.35,323
7.4,326
7.45,349
7.5,345
7.55,333
7.6,303
7.65,343
7.7,295
7.75,289
7.8,338
7.85,372
7.9,329
7.95,329
8,294
8.05,340
8.1,306
8.15,302
8.2,307
8.25,316
8.3,299
8.35,330
8.4,333
8.45,289
8.5,295
8.55,288
8.6,320
8.65,316
8.7,326
8.75,295
8.8,335
8.85,335
8.9,329
8.95,342
9,321
9.05,313
9.1,319
9.15,346
9.2,312
9.25,336
9.3,327
9.35,334
9.4,284
9.45,282
9.5,285
9.55,312
9.6,273
9.65,329
9.7,297
9.75,324
9.8,344
9.85,317
9.9,312
9.95,331
10,322
10.05,317
10.1,354
10.15,299
10.2,322
10.25,330
10.3,347
10.35,311
10.4,317
10.45,326
10.5,319
10.55,308
10.6,314
10.65,302
10.7,309
10.75,332
10.8,313
10.85,303
10.9,324
10.95,319
11,313
11.05,292
11.1,302
11.15,301
11.2,292
11.25,299
11.3,289
11.35,277
11.4,271
11.45,284
11.5,307
11.55,302
11.6,276
11.65,271
11.7,302
11.75,283
11.8,292
11.85,276
11.9,274
11.95,303
12,269
12.05,282
12.1,293
12.15,285
12.2,287
12.25,284
12.3,294
12.35,278
12.4,286
12.45,273
12.5,296
12.55,262
12.6,327
12.65,309
12.7,294
12.75,275
12.8,292
12.85,307
12.9,293
12.95,284
13,314
13.05,283
13.1,280
13.15,282
13.2,280
13.25,271
13.3,286
13.35,296
13.4,283
13.45,283
13.5,310
13.55,295
13.6,293
13.65,295
13.7,274
13.75,289
13.8,309
13.85,298
13.9,277
13.95,302
14,282
14.05,284
14.1,285
14.15,291
14.2,264
14.25,301
14.3,277
14.35,297
14.4,290
14.45,292
14.5,328
14.55,307
14.6,338
14.65,298
14.7,294
14.75,293
14.8,287
14.85,304
14.9,314
14.95,306
15,284
15.05,306
15.1,301
15.15,304
15.2,290
15.25,312
15.3,276
15.35,298
15.4,289
15.45,312
15.5,297
15.55,298
15.6,293
15.65,284
15.7,308
15.75,337
15.8,333
15.85,376
15.9,390
15.95,461
16,431
16.05,445
16.1,390
16.15,396
16.2,377
16.25,372
16.3,332
16.35,339
16.4,322
16.45,316
16.5,324
16.55,324
16.6,327
16.65,331
16.7,332
16.75,314
16.8,303
16.85,295
16.9,338
16.95,337
17,343
17.05,323
17.1,325
17.15,333
17.2,320
17.25,350
17.3,333
17.35,365
17.4,329
17.45,321
17.5,342
17.55,318
17.6,357
17.65,362
17.7,362
17.75,353
17.8,347
17.85,326
17.9,342
17.95,324
18,328
18.05,343
18.1,327
18.15,349
18.2,342
18.25,340
18.3,341
18.35,339
18.4,329
18.45,329
18.5,312
18.55,306
18.6,343
18.65,307
18.7,311
18.75,320
18.8,305
18.85,352
18.9,338
18.95,324
19,328
19.05,318
19.1,314
19.15,316
19.2,324
19.25,337
19.3,327
19.35,338
19.4,330
19.45,338
19.5,310
19.55,341
19.6,368
19.65,341
19.7,366
19.75,351
19.8,396
19.85,388
19.9,415
19.95,421
20,446
20.05,422
20.1,429
20.15,391
20.2,383
20.25,351
20.3,344
20.35,360
20.4,354
20.45,353
20.5,325
20.55,365
20.6,353
20.65,362
20.7,347
20.75,361
20.8,352
20.85,372
20.9,348
20.95,354
21,347
21.05,384
21.1,374
21.15,357
21.2,379
21.25,378
21.3,384
21.35,384
21.4,360
21.45,383
21.5,372
21.55,374
21.6,350
21.65,353
21.7,367
21.75,378
