2-THETA,INTENSITY
2,8278
2.05,14011
2.1,8110
2.15,11230
2.2,9937
2.25,8681
2.3,11071
2.35,6553
2.4,9701
2.45,8452
2.5,6822
2.55,7873
2.6,6754
2.65,7596
2.7,7032
2.75,6202
2.8,6523
2.85,5776
2.9,5755
2.95,5546
3,5305
3.05,4798
3.1,4626
3.15,4823
3.2,4570
3.25,4245
3.3,4424
3.35,3940
3.4,3825
3.45,3814
3.5,3513
3.55,3433
3.6,2959
3.65,3359
3.7,3259
3.75,2745
3.8,3178
3.85,2561
3.9,2728
3.95,2679
4,2743
4.05,2595
4.1,2321
4.15,2625
4.2,2310
4.25,2356
4.3,2386
4.35,1939
4.4,2273
4.45,2117
4.5,2070
4.55,2021
4.6,1936
4.65,1957
4.7,1886
4.75,1696
4.8,1896
4.85,1817
4.9,1756
4.95,1794
5,1678
5.05,1765
5.1,1679
5.15,1585
5.2,1536
5.25,1610
5.3,1619
5.35,1552
5.4,1530
5.45,1426
5.5,1543
5.55,1459
5.6,1487
5.65,1400
5.7,1443
5.75,1543
5.8,1478
5.85,1481
5.9,1460
5.95,1466
6,1454
6.05,1583
6.1,1607
6.15,1622
6.2,1681
6.25,1801
6.3,1840
6.35,1867
6.4,1820
6.45,1872
6.5,1863
6.55,1823
6.6,1821
6.65,1685
6.7,1706
6.75,1522
6.8,1443
6.85,1416
6.9,1325
6.95,1306
7,1208
7.05,1168
7.1,1152
7.15,1127
7.2,1122
7.25,1138
7.3,1045
7.35,1018
7.4,990
7.45,1013
7.5,976
7.55,985
7.6,954
7.65,965
7.7,946
7.75,936
7.8,973
7.85,960
7.9,913
7.95,957
8,871
8.05,917
8.1,959
8.15,850
8.2,951
8.25,854
8.3,901
8.35,896
8.4,835
8.45,875
8.5,793
8.55,859
8.6,860
8.65,864
8.7,907
8.75,895
8.8,858
8.85,848
8.9,867
8.95,914
9,859
9.05,859
9.1,839
9.15,806
9.2,878
9.25,823
9.3,853
9.35,832
9.4,865
9.45,803
9.5,878
9.55,842
9.6,833
9.65,913
9.7,794
9.75,831
9.8,817
9.85,855
9.9,849
9.95,893
10,824
10.05,866
10.1,848
10.15,860
10.2,814
10.25,824
10.3,811
10.35,810
10.4,854
10.45,811
10.5,769
10.55,794
10.6,818
10.65,792
10.7,794
10.75,785
10.8,789
10.85,761
10.9,806
10.95,731
11,750
11.05,756
11.1,787
11.15,738
11.2,751
11.25,728
11.3,734
11.35,745
11.4,701
11.45,721
11.5,724
11.55,663
11.6,754
11.65,697
11.7,672
11.75,712
11.8,699
11.85,723
11.9,724
11.95,728
12,710
12.05,695
12.1,649
12.15,727
12.2,702
12.25,705
12.3,719
12.35,724
12.4,728
12.45,722
12.5,732
12.55,773
12.6,771
12.65,783
12.7,774
12.75,789
12.8,791
12.85,803
12.9,753
12.95,789
13,721
13.05,714
13.1,731
13.15,785
13.2,725
13.25,725
13.3,714
13.35,767
13.4,750
13.45,717
13.5,715
13.55,728
13.6,739
13.65,711
13.7,737
13.75,711
13.8,716
13.85,732
13.9,713
13.95,735
14,713
14.05,713
14.1,740
14.15,704
14.2,673
14.25,703
14.3,728
14.35,733
14.4,717
14.45,748
14.5,723
14.55,706
14.6,740
14.65,738
14.7,730
14.75,712
14.8,702
14.85,713
14.9,691
14.95,738
15,725
15.05,742
15.1,706
15.15,714
15.2,718
15.25,691
15.3,731
15.35,743
15.4,704
15.45,740
15.5,719
15.55,734
15.6,725
15.65,745
15.7,741
15.75,796
15.8,847
15.85,856
15.9,966
15.95,1050
16,1039
16.05,1084
16.1,1031
16.15,956
16.2,931
16.25,893
16.3,864
16.35,841
16.4,845
16.45,815
16.5,800
16.55,809
16.6,818
16.65,830
16.7,795
16.75,805
16.8,865
16.85,847
16.9,843
16.95,816
17,823
17.05,824
17.1,885
17.15,846
17.2,842
17.25,887
17.3,920
17.35,987
17.4,987
17.45,1008
17.5,1027
17.55,1006
17.6,1017
17.65,925
17.7,945
17.75,943
17.8,891
17.85,812
17.9,873
17.95,861
18,845
18.05,900
18.1,898
18.15,927
18.2,934
18.25,970
18.3,953
18.35,882
18.4,932
18.45,876
18.5,901
18.55,860
18.6,901
18.65,886
18.7,890
18.75,888
18.8,857
18.85,866
18.9,850
18.95,818
19,835
19.05,865
19.1,852
19.15,848
19.2,885
19.25,855
19.3,894
19.35,841
19.4,843
19.45,847
19.5,862
19.55,854
19.6,896
19.65,906
19.7,901
19.75,902
19.8,880
19.85,885
19.9,928
19.95,943
20,920
20.05,934
20.1,953
20.15,994
20.2,1058
20.25,1146
20.3,1236
20.35,1331
20.4,1367
20.45,1374
20.5,1309
20.55,1277
20.6,1253
20.65,1165
20.7,1145
