2-THETA,INTENSITY
2,2167
2.05,3884
2.1,3572
2.15,3271
2.2,4261
2.25,2662
2.3,3545
2.35,3100
2.4,2638
2.45,3181
2.5,2642
2.55,2597
2.6,2945
2.65,2235
2.7,2725
2.75,2261
2.8,2419
2.85,2461
2.9,2036
2.95,2268
3,1824
3.05,2185
3.1,2157
3.15,1727
3.2,1939
3.25,1720
3.3,1909
3.35,1643
3.4,1490
3.45,1697
3.5,1610
3.55,1554
3.6,1481
3.65,1354
3.7,1457
3.75,1289
3.8,1304
3.85,1255
3.9,1167
3.95,1231
4,1164
4.05,1289
4.1,1156
4.15,1084
4.2,1163
4.25,1079
4.3,1172
4.35,1023
4.4,1084
4.45,1064
4.5,1042
4.55,1024
4.6,1062
4.65,924
4.7,1034
4.75,947
4.8,875
4.85,939
4.9,850
4.95,926
5,845
5.05,872
5.1,861
5.15,959
5.2,900
5.25,865
5.3,899
5.35,862
5.4,841
5.45,864
5.5,819
5.55,878
5.6,814
5.65,838
5.7,822
5.75,833
5.8,785
5.85,802
5.9,759
5.95,771
6,749
6.05,695
6.1,817
6.15,808
6.2,794
6.25,801
6.3,740
6.35,744
6.4,770
6.45,730
6.5,736
6.55,723
6.6,754
6.65,747
6.7,777
6.75,764
6.8,804
6.85,774
6.9,756
6.95,695
7,718
7.05,710
7.1,730
7.15,730
7.2,761
7.25,740
7.3,800
7.35,704
7.4,715
7.45,714
7.5,734
7.55,750
7.6,723
7.65,688
7.7,739
7.75,647
7.8,694
7.85,682
7.9,653
7.95,689
8,663
8.05,652
8.1,688
8.15,641
8.2,628
8.25,663
8.3,654
8.35,655
8.4,672
8.45,646
8.5,656
8.55,612
8.6,637
8.65,676
8.7,651
8.75,641
8.8,633
8.85,638
8.9,692
8.95,680
9,689
9.05,628
9.1,616
9.15,672
9.2,652
9.25,647
9.3,574
9.35,565
9.4,596
9.45,570
9.5,606
9.55,582
9.6,587
9.65,565
9.7,595
9.75,635
9.8,587
9.85,607
9.9,597
9.95,604
10,588
10.05,536
10.1,589
10.15,574
10.2,595
10.25,569
10.3,658
10.35,562
10.4,589
10.45,584
10.5,582
10.55,586
10.6,529
10.65,597
10.7,534
10.75,543
10.8,583
10.85,569
10.9,597
10.95,574
11,537
11.05,517
11.1,562
11.15,522
11.2,540
11.25,547
11.3,547
11.35,502
11.4,501
11.45,547
11.5,510
11.55,519
11.6,524
11.65,548
11.7,507
11.75,483
11.8,489
11.85,475
11.9,473
11.95,470
12,467
12.05,478
12.1,504
12.15,549
12.2,468
12.25,498
12.3,469
12.35,472
12.4,515
12.45,513
12.5,460
12.55,494
12.6,473
12.65,505
12.7,506
12.75,521
12.8,485
12.85,461
12.9,452
12.95,530
13,475
13.05,492
13.1,456
13.15,453
13.2,472
13.25,460
13.3,458
13.35,472
13.4,470
13.45,452
13.5,491
13.55,471
13.6,459
13.65,500
13.7,477
13.75,513
13.8,487
13.85,503
13.9,490
13.95,494
14,529
14.05,504
14.1,511
14.15,495
14.2,504
14.25,469
14.3,512
14.35,513
14.4,511
14.45,523
14.5,505
14.55,523
14.6,479
14.65,515
14.7,507
14.75,483
14.8,457
14.85,504
14.9,476
14.95,476
15,491
15.05,466
15.1,464
15.15,470
15.2,487
15.25,429
15.3,455
15.35,465
15.4,422
15.45,452
15.5,450
15.55,447
15.6,456
15.65,486
15.7,478
15.75,463
15.8,482
15.85,576
15.9,625
15.95,708
16,679
16.05,728
16.1,686
16.15,677
16.2,633
16.25,588
16.3,529
16.35,515
16.4,527
16.45,520
16.5,484
16.55,493
16.6,453
16.65,438
16.7,486
16.75,494
16.8,514
16.85,452
16.9,488
16.95,509
17,495
17.05,535
17.1,499
17.15,514
17.2,535
17.25,467
17.3,517
17.35,509
17.4,534
17.45,489
17.5,490
17.55,540
17.6,564
17.65,549
17.7,558
17.75,589
17.8,550
17.85,550
17.9,582
17.95,574
18,567
18.05,562
18.1,566
18.15,602
18.2,550
18.25,578
18.3,575
18.35,562
18.4,560
18.45,583
18.5,586
18.55,561
18.6,589
18.65,572
18.7,582
18.75,618
18.8,586
18.85,613
18.9,591
18.95,607
19,631
19.05,593
19.1,563
19.15,584
19.2,629
19.25,615
19.3,583
19.35,577
19.4,582
19.45,594
19.5,600
19.55,590
19.6,596
19.65,585
19.7,575
19.75,600
19.8,577
19.85,610
19.9,595
19.95,676
20,633
20.05,640
20.1,658
20.15,643
20.2,597
20.25,582
20.3,597
20.35,583
20.4,565
20.45,586
20.5,583
20.55,568
20.6,526
20.65,570
20.7,582
20.75,545
20.8,543
20.85,560
20.9,584
20.95,525
21,570
21.05,556
21.1,563
21.15,567
21.2,597
21.25,657
21.3,740
21.35,793
21.4,839
21.45,805
21.5,785
21.55,701
21.6,650
21.65,577
21.7,589
21.75,562
21.8,567
21.85,581
21.9,567
21.95,630
22,585
22.05,624
22.1,626
22.15,593
22.2,572
22.25,633
22.3,627
22.35,617
22.4,609
22.45,623
22.5,656
22.55,664
22.6,674
22.65,700
22.7,717
22.75,682
22.8,694
22.85,669
22.9,676
22.95,665
23,682
23.05,649
23.1,697
23.15,707
23.2,724
23.25,700
23.3,720
23.35,666
23.4,670
23.45,640
23.5,689
23.55,634
23.6,645
23.65,608
23.7,644
23.75,623
23.8,574
23.85,605
23.9,609
23.95,629
24,630
24.05,659
24.1,675
24.15,650
24.2,662
24.25,613
24.3,657
24.35,650
24.4,626
24.45,654
24.5,662
24.55,663
24.6,677
24.65,683
24.7,695
24.75,674
24.8,688
24.85,665
24.9,725
24.95,691
25,737
25.05,678
25.1,695
25.15,677
25.2,752
25.25,711
25.3,819
25.35,920
25.4,1008
25.45,1123
25.5,1271
25.55,1393
25.6,1582
25.65,1607
25.7,1572
25.75,1526
25.8,1430
25.85,1201
25.9,1008
25.95,867
26,779
26.05,722
26.1,672
26.15,678
26.2,662
26.25,697
26.3,689
26.35,750
26.4,772
26.45,807
26.5,855
26.55,863
26.6,842
26.65,893
26.7,886
26.75,867
26.8,902
26.85,844
26.9,787
26.95,756
27,732
27.05,720
27.1,732
27.15,729
27.2,717
27.25,752
27.3,757
27.35,766
27.4,816
27.45,850
27.5,956
27.55,1086
27.6,1224
27.65,1383
27.7,1440
27.75,1456
27.8,1344
27.85,1206
27.9,1098
27.95,984
28,917
28.05,876
28.1,835
28.15,839
28.2,823
28.25,815
28.3,847
28.35,844
28.4,867
28.45,895
28.5,922
28.55,896
28.6,919
28.65,846
28.7,881
28.75,853
28.8,838
28.85,808
28.9,819
28.95,774
29,762
29.05,750
29.1,753
29.15,694
29.2,714
29.25,747
29.3,721
29.35,746
29.4,791
29.45,850
29.5,887
29.55,936
29.6,935
29.65,930
29.7,871
29.75,917
29.8,890
29.85,893
29.9,910
29.95,914
30,894
30.05,884
30.1,892
30.15,865
30.2,883
30.25,862
30.3,850
30.35,825
30.4,841
30.45,777
30.5,774
30.55,776
30.6,776
30.65,789
30.7,787
30.75,783
30.8,819
30.85,839
30.9,833
30.95,871
31,854
31.05,902
31.1,881
31.15,893
31.2,868
31.25,853
31.3,838
31.35,780
31.4,803
31.45,771
31.5,853
31.55,861
31.6,859
31.65,864
31.7,882
31.75,858
31.8,837
31.85,895
31.9,913
31.95,883
32,980
32.05,1123
32.1,1293
32.15,1629
32.2,1954
32.25,2335
32.3,2595
32.35,2839
32.4,2861
32.45,2906
32.5,2866
32.55,2748
32.6,2628
32.65,2643
32.7,2481
32.75,2344
32.8,2130
32.85,1911
32.9,1620
32.95,1408
33,1240
33.05,1153
33.1,1062
33.15,1045
33.2,1049
33.25,1017
33.3,969
33.35,943
33.4,863
33.45,778
33.5,769
33.55,660
33.6,658
33.65,641
33.7,667
33.75,663
33.8,668
33.85,640
33.9,644
33.95,657
34,670
34.05,658
34.1,656
34.15,636
34.2,644
34.25,599
34.3,644
34.35,671
34.4,670
34.45,745
34.5,779
34.55,839
34.6,901
34.65,1026
34.7,1178
34.75,1500
34.8,1813
34.85,2113
34.9,2322
34.95,2292
35,2137
35.05,1876
35.1,1685
35.15,1633
35.2,1609
35.25,1732
35.3,1771
35.35,1814
35.4,1734
35.45,1655
35.5,1562
35.55,1409
35.6,1352
35.65,1158
35.7,1063
35.75,999
35.8,1053
35.85,973
35.9,1018
35.95,1122
36,1173
36.05,1297
36.1,1352
36.15,1369
36.2,1373
36.25,1251
36.3,1097
36.35,1030
36.4,946
36.45,842
36.5,791
36.55,769
36.6,721
36.65,688
36.7,747
36.75,733
36.8,759
36.85,767
36.9,780
36.95,726
37,704
37.05,732
37.1,714
37.15,745
37.2,812
37.25,801
37.3,887
37.35,1028
37.4,1128
37.45,1204
37.5,1174
37.55,1080
37.6,1069
37.65,993
37.7,897
37.75,807
37.8,727
37.85,681
37.9,701
37.95,653
38,652
38.05,624
38.1,630
38.15,671
38.2,627
38.25,676
38.3,645
38.35,691
38.4,664
38.45,727
38.5,683
38.55,661
38.6,691
38.65,722
38.7,697
38.75,708
38.8,696
38.85,700
38.9,643
38.95,675
39,641
39.05,635
39.1,621
39.15,630
39.2,635
39.25,624
39.3,648
39.35,625
39.4,670
39.45,685
39.5,675
39.55,683
39.6,697
39.65,684
39.7,657
39.75,627
39.8,623
39.85,682
39.9,681
39.95,675
40,698
40.05,687
40.1,686
40.15,692
40.2,698
40.25,699
40.3,704
40.35,731
40.4,703
40.45,768
40.5,718
40.55,756
40.6,711
40.65,767
40.7,809
40.75,826
40.8,936
40.85,1026
40.9,1122
40.95,1219
41,1164
41.05,1155
41.1,1129
41.15,1053
41.2,1130
41.25,1134
41.3,1279
41.35,1598
41.4,2074
41.45,2652
41.5,3456
41.55,4136
41.6,4478
41.65,4404
41.7,4208
41.75,3692
41.8,3206
41.85,2523
41.9,2123
41.95,1778
42,1425
42.05,1267
42.1,1041
42.15,949
42.2,876
42.25,866
42.3,886
42.35,954
42.4,1021
42.45,1152
42.5,1177
42.55,1104
42.6,1091
42.65,1043
42.7,991
42.75,971
42.8,862
42.85,845
42.9,811
42.95,801
43,775
43.05,766
43.1,728
43.15,732
43.2,763
43.25,760
43.3,742
43.35,721
43.4,715
43.45,747
43.5,734
43.55,792
43.6,771
43.65,728
43.7,755
43.75,703
43.8,701
43.85,715
43.9,710
43.95,674
44,698
44.05,668
44.1,738
44.15,713
44.2,677
44.25,689
44.3,732
44.35,759
44.4,722
44.45,727
44.5,737
44.55,758
44.6,641
44.65,651
44.7,658
44.75,675
44.8,688
44.85,715
44.9,721
44.95,687
45,680
45.05,685
45.1,662
45.15,683
45.2,661
45.25,650
45.3,700
45.35,723
45.4,720
45.45,710
45.5,690
45.55,715
45.6,733
45.65,743
45.7,744
45.75,731
45.8,767
45.85,834
45.9,881
45.95,912
46,939
46.05,919
46.1,934
46.15,994
46.2,931
46.25,881
46.3,889
46.35,808
46.4,807
46.45,744
46.5,802
46.55,762
46.6,778
46.65,728
46.7,725
46.75,755
46.8,672
46.85,686
46.9,709
46.95,695
47,650
47.05,669
47.1,624
47.15,669
47.2,639
47.25,641
47.3,670
47.35,633
47.4,654
47.45,666
47.5,677
47.55,656
47.6,690
47.65,761
47.7,801
47.75,849
47.8,859
47.85,913
47.9,890
47.95,881
48,852
48.05,816
48.1,807
48.15,826
48.2,768
48.25,818
48.3,781
48.35,706
48.4,691
48.45,668
48.5,652
48.55,676
48.6,646
48.65,695
48.7,727
48.75,698
48.8,729
48.85,728
48.9,702
48.95,708
49,762
49.05,822
49.1,859
49.15,825
49.2,904
49.25,893
49.3,856
49.35,844
49.4,827
49.45,831
49.5,859
49.55,905
49.6,964
49.65,1038
49.7,1094
49.75,1088
49.8,1115
49.85,1008
49.9,986
49.95,945
50,910
50.05,904
50.1,831
50.15,869
50.2,871
50.25,850
50.3,875
50.35,895
50.4,927
50.45,976
50.5,990
50.55,1096
50.6,1181
50.65,1310
50.7,1351
50.75,1279
50.8,1218
50.85,1110
50.9,990
50.95,893
51,801
51.05,792
51.1,721
51.15,727
51.2,701
51.25,700
51.3,702
51.35,724
51.4,715
51.45,685
51.5,700
51.55,711
51.6,725
51.65,738
51.7,745
51.75,757
51.8,760
51.85,716
51.9,785
51.95,777
52,807
